0,1
1,0
2,0
3,1
4,1
5,1
6,1
7,1
8,0
9,1
10,0
11,0
12,1
13,0
14,1
15,0
16,0
17,0
18,0
19,1
20,0
21,1
22,0
23,0
24,0
25,1
26,1
27,1
28,0
29,1
30,0
31,0
32,0
33,0
34,0
35,1
36,0
37,0
38,0
39,0
40,1
41,1
42,1
43,1
44,0
45,1
46,0
47,0
48,1
49,0
50,1
51,0
52,0
53,0
54,0
55,1
56,0
57,0
58,1
59,0
60,0
61,0
62,0
63,1
64,0
65,1
66,0
67,0
68,0
69,0
70,0
71,1
72,0
73,0
74,0
75,0
76,0
77,1
78,1
79,0
80,1
81,0
82,0
83,1
84,0
85,1
86,0
87,1
88,1
89,1
90,0
91,0
92,1
93,0
94,1
95,0
96,1
97,0
98,0
99,0
100,0
101,1
102,1
103,0
104,0
105,1
106,1
107,1
108,0
109,1
110,0
111,0
112,0
113,0
114,1
115,0
116,0
117,0
118,0
119,0
120,0
121,1
122,1
123,1
124,0
125,1
126,0
127,0
128,1
129,1
130,1
131,0
132,0
133,0
134,0
135,0
136,1
137,1
138,1
139,1
140,2
141,0
142,0
143,1
144,0
145,1
146,1
147,0
148,0
149,0
150,0
151,0
152,0
153,1
154,1
155,0
156,0
157,1
158,0
159,1
160,0
161,0
162,0
163,1
164,0
165,0
166,1
167,0
168,0
169,0
170,0
171,0
172,0
173,1
174,1
175,0
176,0
177,0
178,0
179,1
180,0
181,1
182,1
183,0
184,0
185,0
186,1
187,0
188,1
189,0
190,1
191,1
192,1
193,0
194,0
195,0
196,1
197,1
198,1
199,0
200,0
201,1
202,0
203,0
204,0
205,0
206,1
207,0
208,1
209,1
210,1
211,1
212,1
213,0
214,0
215,1
216,0
217,1
218,0
219,0
220,1
221,1
222,0
223,0
224,1
225,0
226,0
227,0
228,0
229,0
230,1
231,0
232,0
233,1
234,1
235,0
236,0
237,1
238,0
239,1
240,0
241,1
242,1
243,0
244,0
245,1
246,1
247,0
248,0
249,0
250,1
251,1
252,0
253,0
254,0
255,1
256,0
257,1
258,0
259,0
260,0
261,0
262,0
263,1
264,1
265,0
266,0
267,1
268,0
269,0
270,0
271,0
272,0
273,0
274,1
275,0
276,1
277,1
278,0
279,0
280,0
281,0
282,0
283,0
284,1
285,0
286,1
287,1
288,0
289,1
290,0
291,1
292,0
293,0
294,0
295,0
296,1
297,1
298,0
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,1
307,1
308,0
309,0
310,0
311,0
312,1
313,0
314,0
315,1
316,0
317,0
318,1
319,0
320,1
321,1
322,0
323,1
324,1
325,0
326,1
327,1
328,0
329,0
330,1
331,0
332,0
333,1
334,1
335,0
336,1
337,0
338,1
339,0
340,1
341,0
342,0
343,1
344,0
345,0
346,1
347,1
348,0
349,1
350,0
351,1
352,1
353,0
354,0
355,1
356,0
357,1
358,0
359,0
360,0
361,0
362,0
363,1
364,1
365,0
366,0
367,1
368,0
369,0
370,1
371,1
372,1
373,0
374,1
375,0
376,0
377,1
378,0
379,0
380,1
381,1
382,1
383,0
384,1
385,0
386,1
387,0
388,0
389,0
390,1
391,0
392,0
393,1
394,0
395,1
396,0
397,1
398,0
399,0
400,1
401,1
402,0
403,0
404,1
405,1
406,0
407,0
408,1
409,0
410,0
411,1
412,0
413,0
414,0
415,1
416,1
417,0
418,1
419,0
420,0
421,0
422,0
423,0
424,0
425,0
426,0
427,1
428,1
429,0
430,0
431,1
432,0
433,0
434,1
435,1
436,0
437,0
438,0
439,0
440,1
441,0
442,0
443,1
444,0
445,1
446,0
447,0
448,0
449,0
450,1
451,1
452,1
453,1
454,1
455,1
456,0
457,1
458,0
459,1
460,0
461,1
462,0
463,0
464,0
465,1
466,1
467,0
468,0
469,1
470,1
471,0
472,1
473,1
474,0
475,1
476,1
477,1
478,0
479,0
480,1
481,0
482,0
483,1
484,0
485,0
486,1
487,0
488,1
489,0
490,1
491,1
492,0
493,0
494,0
495,0
496,0
497,1
498,1
499,0
500,0
501,0
502,0
503,1
504,0
505,0
506,1
507,1
508,1
509,0
510,0
511,0
512,1
513,1
514,0
515,1
516,0
517,0
518,0
519,0
520,0
521,0
522,1
523,1
524,0
525,1
526,0
527,0
528,0
529,1
530,0
531,0
532,0
533,1
534,0
535,1
536,1
537,0
538,0
539,1
540,0
541,1
542,0
543,1
544,1
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,1
553,1
554,0
555,0
556,1
557,0
558,1
559,0
560,1
561,1
562,0
563,1
564,1
565,0
566,0
567,0
568,0
569,1
570,0
571,1
572,1
573,0
574,0
575,0
576,0
577,0
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,0
586,1
587,1
588,1
589,1
590,0
591,1
592,0
593,0
594,0
595,1
596,1
597,0
598,0
599,1
600,0
601,0
602,1
603,0
604,0
605,0
606,1
607,0
608,0
609,0
610,0
611,0
612,1
613,1
614,1
615,1
616,1
617,1
618,1
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,0
628,0
629,0
630,1
631,1
632,0
633,0
634,1
635,0
636,0
637,1
638,0
639,1
640,1
641,1
642,0
643,1
644,0
645,0
646,0
647,1
648,0
649,0
650,1
651,0
652,0
653,1
654,1
655,1
656,0
657,0
658,1
659,0
660,0
661,1
662,1
663,1
664,1
665,0
666,0
667,0
668,0
669,1
670,1
671,0
672,1
673,1
674,0
675,0
676,1
677,0
678,0
679,0
680,0
681,0
682,1
683,0
684,0
685,1
686,0
687,0
688,0
689,0
690,0
691,0
692,0
693,1
694,1
695,0
696,0
697,0
698,0
699,1
700,1
701,1
702,0
703,0
704,1
705,1
706,1
707,0
708,1
709,1
710,0
711,0
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,1
720,0
721,0
722,1
723,1
724,0
725,1
726,0
727,1
728,0
729,0
730,0
731,1
732,0
733,0
734,0
735,1
736,0
737,1
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,0
746,1
747,0
748,0
749,1
750,1
751,0
752,1
753,1
754,2
755,0
756,0
757,1
758,0
759,1
760,1
761,0
762,0
763,0
764,0
765,1
766,0
767,0
768,0
769,0
770,0
771,0
772,0
773,1
774,1
775,0
776,1
777,0
778,0
779,1
780,1
781,1
782,0
783,0
784,0
785,0
786,0
787,1
788,0
789,1
790,1
791,1
792,0
793,1
794,1
795,0
796,0
797,0
798,0
799,1
800,0
801,1
802,1
803,0
804,0
805,0
806,0
807,1
808,1
809,0
810,1
811,0
812,0
813,1
814,0
815,1
816,0
817,1
818,1
819,0
820,1
821,1
822,1
823,0
824,0
825,0
826,1
827,0
828,1
829,0
830,0
831,0
832,0
833,1
834,1
835,0
836,1
837,0
838,1
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,0
849,0
850,0
851,1
852,0
853,0
854,0
855,0
856,0
857,1
858,0
859,1
860,0
861,0
862,0
863,1
864,1
865,0
866,0
867,1
868,0
869,1
870,0
871,0
872,1
873,0
874,0
875,0
876,0
877,0
878,1
879,1
880,1
881,1
882,1
883,0
884,1
885,1
886,0
887,0
888,1
889,0
890,0
891,0
892,0
893,1
894,0
895,0
896,0
897,0
898,1
899,1
900,1
901,0
902,1
903,0
904,1
905,1
906,1
907,1
908,1
909,0
910,0
911,0
912,0
913,0
914,0
915,1
916,1
917,1
918,1
919,0
920,0
921,0
922,0
923,0
924,0
925,0
926,0
927,0
928,1
929,0
930,1
931,1
932,0
933,0
934,0
935,0
936,0
937,1
938,1
939,0
940,0
941,0
942,1
943,1
944,0
945,0
946,1
947,0
948,0
949,1
950,0
951,0
952,0
953,1
954,0
955,1
956,1
957,0
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,0
966,1
967,1
968,0
969,1
970,0
971,1
972,1
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,0
981,0
982,0
983,0
984,0
985,1
986,1
987,1
988,0
989,0
990,0
991,1
992,1
993,0
994,0
995,0
996,0
997,1
998,0
999,1
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,1
1007,0
1008,0
1009,1
1010,1
1011,0
1012,1
1013,1
1014,1
1015,1
1016,0
1017,0
1018,0
1019,0
1020,0
1021,1
1022,0
1023,0
1024,1
1025,0
1026,1
1027,0
1028,0
1029,0
1030,0
1031,0
1032,1
1033,0
1034,0
1035,1
1036,1
1037,0
1038,1
1039,1
1040,0
1041,0
1042,0
1043,0
1044,0
1045,1
1046,1
1047,0
1048,1
1049,0
1050,0
1051,1
1052,0
1053,1
1054,0
1055,1
1056,0
1057,0
1058,0
1059,1
1060,1
1061,1
1062,1
1063,1
1064,0
1065,0
1066,1
1067,1
1068,1
1069,0
1070,0
1071,0
1072,0
1073,0
1074,1
1075,0
1076,0
1077,0
1078,0
1079,1
1080,1
1081,0
1082,1
1083,0
1084,0
1085,1
1086,1
1087,0
1088,1
1089,0
1090,0
1091,0
1092,1
1093,0
1094,0
1095,0
1096,0
1097,0
1098,0
1099,1
1100,1
1101,0
1102,1
1103,0
1104,0
1105,0
1106,0
1107,1
1108,1
1109,1
1110,0
1111,1
1112,0
1113,1
1114,0
1115,0
1116,0
1117,0
1118,1
1119,1
1120,1
1121,0
1122,1
1123,0
1124,0
1125,0
1126,1
1127,0
1128,0
1129,0
1130,1
1131,0
1132,1
1133,0
1134,1
1135,0
1136,0
1137,0
1138,1
1139,0
1140,1
1141,0
1142,0
1143,0
1144,0
1145,1
1146,1
1147,1
1148,1
1149,1
1150,1
1151,1
1152,0
1153,0
1154,0
1155,1
1156,0
1157,0
1158,1
1159,1
1160,1
1161,0
1162,0
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,0
1177,0
1178,0
1179,0
1180,0
1181,0
1182,0
1183,0
1184,0
1185,0
1186,1
1187,1
1188,0
1189,0
1190,0
1191,0
1192,0
1193,0
1194,0
1195,1
1196,0
1197,0
1198,1
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,0
1209,1
1210,1
1211,1
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,0
1224,1
1225,0
1226,1
1227,1
1228,0
1229,1
1230,1
1231,0
